PCP_PC,PCP_PO,PCP_NP,PCP_CY,PCP_AR,PCP_BS,PCP_HB,PCP_HL,PCP_SC,PCP_SM,PCP_LR
0.097,0.159,0.592,0.039,0.078,0.097,0.573,0.168,0.026,0.595,0.405
0.161,0.165,0.482,0.055,0.133,0.161,0.477,0.261,0.055,0.381,0.619
0.221,0.106,0.51,0.029,0.048,0.221,0.442,0.308,0.01,0.519,0.481
0.086,0.258,0.472,0.017,0.047,0.086,0.498,0.15,0.004,0.579,0.421
0.126,0.165,0.521,0.042,0.084,0.126,0.525,0.203,0.054,0.479,0.521
0.164,0.156,0.532,0.068,0.1,0.164,0.532,0.24,0.032,0.464,0.536
0.136,0.204,0.476,0.058,0.058,0.136,0.508,0.251,0.094,0.534,0.466
0.201,0.181,0.441,0.064,0.093,0.201,0.456,0.284,0.078,0.495,0.505
0.191,0.207,0.411,0.026,0.068,0.191,0.434,0.275,0.01,0.411,0.589
0.123,0.187,0.493,0.056,0.09,0.123,0.474,0.231,0.034,0.489,0.511
0.131,0.233,0.491,0.045,0.067,0.131,0.502,0.216,0.039,0.55,0.45
0.118,0.254,0.447,0.033,0.117,0.118,0.448,0.225,0.028,0.457,0.543
0.192,0.13,0.521,0.034,0.041,0.192,0.411,0.295,0.014,0.527,0.473
0.108,0.201,0.546,0.045,0.084,0.108,0.529,0.184,0.041,0.542,0.458
0.162,0.216,0.473,0.065,0.122,0.162,0.464,0.261,0.05,0.468,0.532
0.132,0.16,0.519,0.042,0.108,0.132,0.495,0.222,0.028,0.462,0.538
0.127,0.188,0.545,0.052,0.081,0.127,0.52,0.205,0.035,0.532,0.468
0.106,0.202,0.5,0.029,0.058,0.106,0.519,0.163,0.067,0.51,0.49
0.127,0.223,0.468,0.038,0.083,0.127,0.455,0.219,0.027,0.512,0.488
0.202,0.174,0.466,0.028,0.084,0.202,0.421,0.264,0.039,0.421,0.579
0.128,0.215,0.457,0.035,0.136,0.128,0.467,0.25,0.014,0.459,0.541
0.172,0.226,0.462,0.022,0.086,0.172,0.473,0.215,0.011,0.366,0.634
0.166,0.184,0.409,0.032,0.075,0.166,0.417,0.236,0.035,0.42,0.58
0.134,0.228,0.508,0.055,0.063,0.134,0.531,0.213,0.055,0.516,0.484
0.142,0.215,0.452,0.036,0.08,0.142,0.487,0.231,0.057,0.457,0.543
0.147,0.223,0.492,0.068,0.082,0.147,0.492,0.244,0.05,0.479,0.521
0.133,0.186,0.522,0.06,0.081,0.133,0.516,0.226,0.034,0.521,0.479
0.145,0.158,0.526,0.039,0.099,0.145,0.48,0.217,0.053,0.467,0.533
0.14,0.229,0.469,0.022,0.095,0.14,0.469,0.218,0.056,0.436,0.564
0.123,0.185,0.544,0.026,0.118,0.123,0.569,0.179,0.031,0.395,0.605
0.135,0.27,0.432,0.09,0.057,0.135,0.468,0.275,0.051,0.525,0.475
0.151,0.183,0.491,0.041,0.092,0.151,0.486,0.229,0.05,0.505,0.495
0.129,0.166,0.535,0.069,0.087,0.129,0.51,0.244,0.058,0.487,0.513
0.11,0.239,0.491,0.043,0.061,0.11,0.454,0.227,0.037,0.613,0.387
0.137,0.162,0.516,0.064,0.099,0.137,0.525,0.242,0.029,0.439,0.561
0.12,0.171,0.568,0.038,0.077,0.12,0.551,0.167,0.03,0.585,0.415
0.074,0.225,0.526,0.057,0.104,0.074,0.521,0.211,0.037,0.601,0.399
0.09,0.161,0.688,0.035,0.106,0.09,0.608,0.141,0.05,0.492,0.508
0.086,0.196,0.584,0.072,0.053,0.086,0.584,0.191,0.062,0.55,0.45
0.101,0.25,0.487,0.048,0.103,0.101,0.479,0.202,0.026,0.558,0.442
0.157,0.23,0.41,0.036,0.058,0.157,0.444,0.238,0.031,0.404,0.596
0.075,0.234,0.535,0.058,0.097,0.075,0.529,0.178,0.033,0.552,0.448
0.064,0.326,0.5,0.029,0.093,0.064,0.506,0.169,0.052,0.564,0.436
0.092,0.272,0.486,0.035,0.064,0.092,0.543,0.231,0.052,0.595,0.405
0.146,0.196,0.451,0.023,0.081,0.146,0.426,0.224,0.033,0.453,0.547
0.269,0.167,0.436,0.026,0.064,0.269,0.449,0.346,0.038,0.474,0.526
0.075,0.281,0.516,0.067,0.104,0.075,0.525,0.197,0.014,0.539,0.461
0.158,0.186,0.477,0.059,0.093,0.158,0.48,0.269,0.037,0.471,0.529
0.154,0.248,0.449,0.042,0.061,0.154,0.458,0.24,0.061,0.478,0.522
0.153,0.209,0.444,0.011,0.099,0.153,0.48,0.206,0.054,0.458,0.542
0.146,0.172,0.502,0.082,0.133,0.146,0.468,0.258,0.026,0.498,0.502
0.112,0.267,0.482,0.066,0.114,0.112,0.507,0.213,0.051,0.553,0.447
0.108,0.209,0.488,0.071,0.069,0.108,0.496,0.221,0.027,0.547,0.453
0.078,0.13,0.468,0,0.039,0.078,0.468,0.104,0.039,0.506,0.494
0.144,0.215,0.453,0.028,0.113,0.144,0.501,0.21,0.065,0.484,0.516
0.163,0.098,0.557,0.042,0.046,0.163,0.524,0.238,0.023,0.485,0.515
0.159,0.193,0.487,0.052,0.09,0.159,0.46,0.247,0.035,0.411,0.589
0.097,0.318,0.442,0.024,0.07,0.097,0.539,0.152,0.012,0.697,0.303
0.121,0.224,0.534,0.018,0.076,0.121,0.516,0.161,0.031,0.565,0.435
0.145,0.132,0.597,0.095,0.069,0.145,0.558,0.262,0.032,0.487,0.513
0.08,0.288,0.483,0.039,0.124,0.08,0.506,0.197,0.021,0.554,0.446
0.103,0.184,0.539,0.074,0.129,0.103,0.545,0.21,0.048,0.497,0.503
0.113,0.241,0.487,0.06,0.118,0.113,0.47,0.216,0.033,0.505,0.495
0.163,0.234,0.496,0.057,0.092,0.163,0.553,0.234,0.014,0.582,0.418
0.133,0.187,0.489,0.048,0.127,0.133,0.483,0.219,0.035,0.438,0.562
0.124,0.217,0.477,0.063,0.032,0.124,0.436,0.225,0.034,0.546,0.454
0.12,0.219,0.566,0.157,0.082,0.12,0.571,0.311,0.046,0.581,0.419
0.127,0.211,0.525,0.071,0.092,0.127,0.521,0.231,0.035,0.521,0.479
0.127,0.182,0.5,0.055,0.119,0.127,0.492,0.216,0.055,0.453,0.547
0.121,0.155,0.608,0.071,0.102,0.121,0.6,0.212,0.041,0.49,0.51
0.087,0.202,0.555,0.077,0.09,0.087,0.519,0.213,0.036,0.522,0.478
0.14,0.222,0.473,0.041,0.092,0.14,0.47,0.216,0.06,0.479,0.521
0.134,0.278,0.495,0.062,0.062,0.134,0.536,0.206,0.041,0.629,0.371
0.111,0.211,0.541,0.082,0.095,0.111,0.525,0.245,0.042,0.631,0.369
0.137,0.18,0.511,0.046,0.085,0.137,0.508,0.194,0.052,0.505,0.495
0.129,0.155,0.535,0.054,0.078,0.129,0.539,0.227,0.026,0.559,0.441
0.122,0.181,0.497,0.033,0.072,0.122,0.477,0.191,0.059,0.464,0.536
0.147,0.205,0.464,0.044,0.071,0.147,0.469,0.232,0.048,0.455,0.545
0.149,0.218,0.487,0.034,0.1,0.149,0.517,0.211,0.061,0.437,0.563
0.114,0.168,0.595,0.049,0.065,0.114,0.565,0.195,0.038,0.63,0.37
0.073,0.201,0.663,0.043,0.136,0.073,0.624,0.138,0.045,0.529,0.471
0.122,0.22,0.493,0.05,0.085,0.122,0.504,0.204,0.058,0.496,0.504
0.333,0.176,0.373,0.039,0.078,0.333,0.431,0.49,0.059,0.333,0.667
0.15,0.188,0.485,0.028,0.028,0.15,0.492,0.225,0.034,0.506,0.494
0.151,0.208,0.502,0.057,0.119,0.151,0.498,0.242,0.042,0.445,0.555
0.125,0.185,0.527,0.038,0.09,0.125,0.508,0.212,0.043,0.481,0.519
0.181,0.194,0.444,0.044,0.094,0.181,0.425,0.256,0.012,0.462,0.538
0.191,0.204,0.395,0.019,0.083,0.191,0.376,0.287,0.057,0.395,0.605
0.198,0.195,0.481,0.047,0.072,0.198,0.456,0.272,0.037,0.498,0.502
0.258,0.202,0.404,0,0.045,0.258,0.416,0.281,0.022,0.404,0.596
0.095,0.266,0.523,0.058,0.103,0.095,0.606,0.211,0.078,0.54,0.46
0.103,0.216,0.509,0.045,0.11,0.103,0.502,0.213,0.024,0.584,0.416
0.04,0.333,0.414,0.04,0.071,0.04,0.515,0.101,0.061,0.586,0.414
0.119,0.179,0.525,0.03,0.063,0.119,0.51,0.197,0.03,0.585,0.415
0.054,0.29,0.496,0.036,0.066,0.054,0.525,0.182,0.036,0.642,0.358
0.154,0.22,0.528,0.073,0.065,0.154,0.488,0.244,0.033,0.463,0.537
0.088,0.238,0.498,0.069,0.122,0.088,0.536,0.223,0.009,0.52,0.48
0.161,0.207,0.445,0.038,0.105,0.161,0.465,0.24,0.051,0.491,0.509
0.094,0.17,0.698,0.057,0.094,0.094,0.679,0.189,0.019,0.547,0.453
0.126,0.293,0.476,0.058,0.126,0.126,0.513,0.236,0.047,0.55,0.45
0.17,0.17,0.511,0.08,0.074,0.17,0.431,0.266,0.005,0.489,0.511
0.095,0.256,0.483,0.041,0.161,0.095,0.488,0.219,0.041,0.554,0.446
0.155,0.141,0.507,0.075,0.122,0.155,0.49,0.267,0.022,0.435,0.565
0.158,0.182,0.483,0.014,0.033,0.158,0.498,0.196,0.033,0.531,0.469
0.138,0.161,0.494,0.063,0.089,0.138,0.501,0.242,0.021,0.443,0.557
0.155,0.155,0.545,0.018,0.091,0.155,0.473,0.227,0.027,0.582,0.418
0.117,0.195,0.49,0.055,0.111,0.117,0.469,0.222,0.041,0.431,0.569
0.109,0.263,0.509,0.024,0.068,0.109,0.491,0.184,0.014,0.546,0.454
0.162,0.232,0.434,0.11,0.047,0.162,0.429,0.302,0.027,0.555,0.445
0.132,0.186,0.512,0.049,0.099,0.132,0.48,0.225,0.011,0.53,0.47
0.113,0.236,0.566,0.084,0.111,0.113,0.593,0.215,0.072,0.537,0.463
0.17,0.149,0.524,0.097,0.035,0.17,0.449,0.284,0.049,0.546,0.454
0.103,0.199,0.533,0.046,0.086,0.103,0.496,0.216,0.015,0.582,0.418
0.131,0.26,0.443,0.08,0.095,0.131,0.47,0.263,0.071,0.511,0.489
0.116,0.171,0.563,0.075,0.058,0.116,0.572,0.21,0.034,0.534,0.466
0.108,0.183,0.578,0.039,0.033,0.108,0.556,0.154,0.02,0.588,0.412
0.177,0.225,0.439,0.102,0.045,0.177,0.436,0.306,0.027,0.512,0.488
0.173,0.142,0.514,0.045,0.087,0.173,0.501,0.247,0.029,0.428,0.572
0.115,0.281,0.447,0.051,0.108,0.115,0.447,0.212,0.042,0.542,0.458
0.123,0.14,0.581,0.03,0.03,0.123,0.522,0.199,0.04,0.542,0.458
0.163,0.254,0.405,0.073,0.036,0.163,0.429,0.254,0.037,0.532,0.468
0.161,0.14,0.52,0.061,0.094,0.161,0.512,0.242,0.031,0.441,0.559
0.127,0.17,0.521,0.03,0.067,0.127,0.467,0.182,0.055,0.485,0.515
0.2,0.228,0.447,0.038,0.097,0.2,0.472,0.256,0.028,0.381,0.619
0.144,0.195,0.488,0.028,0.093,0.144,0.479,0.228,0.014,0.484,0.516
0.147,0.242,0.434,0.018,0.08,0.147,0.446,0.193,0.046,0.443,0.557
0.093,0.148,0.623,0.019,0.062,0.093,0.556,0.144,0.035,0.595,0.405
0.16,0.155,0.491,0.036,0.108,0.16,0.446,0.261,0.043,0.491,0.509
0.219,0.228,0.474,0,0.053,0.219,0.482,0.228,0.009,0.561,0.439
0.136,0.226,0.486,0.056,0.064,0.136,0.498,0.227,0.056,0.547,0.453
0.206,0.162,0.456,0,0,0.206,0.441,0.235,0.074,0.456,0.544
0.111,0.174,0.584,0.049,0.092,0.111,0.535,0.177,0.027,0.541,0.459
0.157,0.237,0.455,0.077,0.059,0.157,0.444,0.259,0.033,0.496,0.504
0.078,0.28,0.452,0.048,0.072,0.078,0.522,0.224,0.01,0.594,0.406
0.143,0.177,0.549,0.072,0.094,0.143,0.535,0.252,0.033,0.519,0.481
0.119,0.288,0.49,0.107,0.048,0.119,0.482,0.253,0.021,0.563,0.437
0.128,0.194,0.5,0.056,0.095,0.128,0.516,0.234,0.036,0.474,0.526
0.135,0.176,0.594,0.09,0.07,0.135,0.566,0.238,0.029,0.549,0.451
0.13,0.284,0.431,0.049,0.098,0.13,0.464,0.265,0.01,0.591,0.409
0.147,0.225,0.465,0.037,0.071,0.147,0.469,0.224,0.049,0.488,0.512
0.055,0.355,0.284,0.04,0.035,0.055,0.32,0.177,0.006,0.779,0.221
0.136,0.234,0.48,0.045,0.086,0.136,0.507,0.222,0.058,0.541,0.459
0.132,0.135,0.593,0.046,0.07,0.132,0.569,0.181,0.043,0.553,0.447
0.101,0.129,0.618,0.028,0.067,0.101,0.539,0.135,0.051,0.573,0.427
0.122,0.201,0.525,0.038,0.061,0.122,0.542,0.21,0.029,0.431,0.569
0.141,0.138,0.589,0.04,0.064,0.141,0.532,0.192,0.04,0.522,0.478
0.139,0.202,0.513,0.045,0.078,0.139,0.525,0.223,0.054,0.494,0.506
0.157,0.185,0.509,0.056,0.056,0.157,0.463,0.269,0.046,0.574,0.426
0.1,0.249,0.462,0.029,0.094,0.1,0.446,0.189,0.021,0.558,0.442
0.129,0.262,0.43,0.052,0.069,0.129,0.482,0.251,0.08,0.532,0.468
0.134,0.239,0.47,0.067,0.081,0.134,0.506,0.257,0.04,0.455,0.545
0.13,0.209,0.411,0.011,0.079,0.13,0.411,0.181,0.019,0.481,0.519
0.126,0.199,0.529,0.043,0.154,0.126,0.487,0.223,0.028,0.499,0.501
0.068,0.233,0.575,0.055,0.068,0.068,0.562,0.178,0.055,0.534,0.466
0.132,0.237,0.475,0.032,0.164,0.132,0.511,0.21,0.064,0.447,0.553
0.158,0.209,0.455,0.055,0.105,0.158,0.457,0.246,0.045,0.451,0.549
0.116,0.187,0.547,0.044,0.076,0.116,0.527,0.212,0.042,0.517,0.483
0.158,0.112,0.569,0.053,0.056,0.158,0.52,0.23,0.023,0.493,0.507
0.093,0.255,0.473,0.053,0.125,0.093,0.456,0.225,0.031,0.529,0.471
0.102,0.244,0.467,0.028,0.122,0.102,0.411,0.175,0.028,0.537,0.463
0.164,0.116,0.555,0.034,0.089,0.164,0.486,0.247,0.014,0.514,0.486
0.139,0.189,0.522,0.035,0.08,0.139,0.507,0.194,0.055,0.438,0.562
0.113,0.204,0.439,0.032,0.095,0.113,0.413,0.231,0.021,0.513,0.487
0.184,0.136,0.462,0.052,0.069,0.184,0.45,0.282,0.036,0.408,0.592
0.134,0.154,0.537,0.028,0.089,0.134,0.516,0.179,0.012,0.504,0.496
0.168,0.208,0.448,0.048,0.059,0.168,0.454,0.265,0.026,0.521,0.479
0.098,0.227,0.569,0.047,0.078,0.098,0.522,0.188,0.043,0.647,0.353
0.145,0.13,0.542,0.061,0.069,0.145,0.557,0.244,0.046,0.405,0.595
0.149,0.254,0.43,0.05,0.085,0.149,0.456,0.246,0.047,0.487,0.513
0.121,0.224,0.491,0.055,0.067,0.121,0.479,0.206,0.03,0.564,0.436
0.132,0.212,0.487,0.042,0.074,0.132,0.473,0.218,0.032,0.479,0.521
0.114,0.17,0.568,0.063,0.085,0.114,0.549,0.211,0.066,0.584,0.416
0.103,0.172,0.563,0.011,0.08,0.103,0.494,0.172,0.069,0.563,0.437
0.172,0.227,0.372,0.024,0.03,0.172,0.408,0.236,0.032,0.43,0.57
0.146,0.182,0.52,0.058,0.115,0.146,0.516,0.248,0.035,0.445,0.555
0.126,0.233,0.495,0.01,0.058,0.126,0.505,0.175,0.049,0.524,0.476
0.125,0.214,0.485,0.03,0.083,0.125,0.47,0.202,0.042,0.473,0.527
0.083,0.166,0.574,0.04,0.054,0.083,0.549,0.152,0.054,0.617,0.383
0.135,0.133,0.592,0.052,0.056,0.135,0.538,0.209,0.032,0.554,0.446
0.09,0.221,0.545,0.034,0.048,0.09,0.531,0.193,0.034,0.614,0.386
0.128,0.209,0.5,0.047,0.07,0.128,0.488,0.221,0.07,0.477,0.523
0.145,0.15,0.57,0.067,0.114,0.145,0.539,0.233,0.026,0.554,0.446
0.14,0.181,0.506,0.021,0.078,0.14,0.514,0.193,0.045,0.477,0.523
0.12,0.246,0.452,0.035,0.092,0.12,0.475,0.23,0.048,0.518,0.482
0.129,0.231,0.49,0.102,0.102,0.129,0.531,0.279,0.054,0.524,0.476
0.099,0.242,0.487,0.041,0.108,0.099,0.491,0.215,0.024,0.563,0.437
0.115,0.165,0.599,0.064,0.048,0.115,0.574,0.199,0.036,0.594,0.406
0.103,0.206,0.503,0.05,0.086,0.103,0.483,0.208,0.017,0.536,0.464
0.191,0.185,0.457,0.062,0.099,0.191,0.438,0.302,0.049,0.414,0.586
0.151,0.176,0.516,0.055,0.092,0.151,0.516,0.226,0.037,0.504,0.496
0.118,0.234,0.455,0.058,0.118,0.118,0.445,0.242,0.032,0.511,0.489
0.137,0.18,0.522,0.042,0.065,0.137,0.497,0.218,0.04,0.516,0.484
0.149,0.248,0.493,0.095,0.086,0.149,0.5,0.277,0.05,0.55,0.45
0.156,0.227,0.438,0.023,0.086,0.156,0.43,0.227,0.031,0.5,0.5
0.156,0.122,0.585,0.034,0.061,0.156,0.544,0.231,0.034,0.497,0.503
0.16,0.075,0.594,0.034,0.048,0.16,0.532,0.208,0.065,0.468,0.532
0.117,0.229,0.491,0.063,0.138,0.117,0.481,0.217,0.022,0.491,0.509
0.173,0.167,0.507,0.033,0.107,0.173,0.513,0.24,0.053,0.48,0.52
0.159,0.176,0.494,0.038,0.067,0.159,0.477,0.213,0.033,0.498,0.502
0.117,0.264,0.462,0.034,0.082,0.117,0.446,0.207,0.024,0.536,0.464
0.152,0.173,0.522,0.064,0.087,0.152,0.536,0.249,0.06,0.459,0.541
0.133,0.22,0.48,0.087,0.1,0.133,0.52,0.247,0.107,0.507,0.493
0.123,0.177,0.54,0.046,0.059,0.123,0.537,0.212,0.064,0.542,0.458
0.142,0.176,0.497,0.044,0.135,0.142,0.483,0.22,0.044,0.439,0.561
0.065,0.332,0.509,0.062,0.075,0.065,0.543,0.161,0.053,0.677,0.323
0.17,0.209,0.443,0.055,0.106,0.17,0.46,0.255,0.051,0.421,0.579
0.109,0.228,0.461,0.052,0.06,0.109,0.468,0.225,0.045,0.577,0.423
0.098,0.228,0.531,0.059,0.087,0.098,0.539,0.201,0.035,0.543,0.457
0.163,0.199,0.457,0.049,0.035,0.163,0.439,0.256,0.031,0.55,0.45
0.309,0.245,0.394,0.032,0.074,0.309,0.415,0.362,0.085,0.489,0.511
0.101,0.23,0.496,0.036,0.086,0.101,0.511,0.18,0.05,0.561,0.439
0.115,0.203,0.517,0.041,0.091,0.115,0.473,0.186,0.024,0.453,0.547
0.136,0.155,0.535,0.038,0.051,0.136,0.516,0.244,0.047,0.528,0.472
0.113,0.226,0.513,0.035,0.104,0.113,0.51,0.165,0.052,0.481,0.519
0.088,0.287,0.447,0.042,0.148,0.088,0.469,0.221,0.027,0.606,0.394
0.144,0.214,0.501,0.05,0.058,0.144,0.506,0.224,0.04,0.537,0.463
0.135,0.156,0.547,0.052,0.073,0.135,0.517,0.217,0.031,0.523,0.477
0.171,0.143,0.608,0.037,0.147,0.171,0.59,0.226,0.069,0.373,0.627
0.148,0.222,0.465,0.04,0.118,0.148,0.475,0.226,0.02,0.424,0.576
0.134,0.159,0.549,0.033,0.098,0.134,0.508,0.207,0.033,0.524,0.476
0.13,0.162,0.541,0.054,0.07,0.13,0.53,0.216,0.065,0.524,0.476
0.131,0.201,0.501,0.058,0.094,0.131,0.522,0.228,0.068,0.491,0.509
0.132,0.23,0.47,0.035,0.113,0.132,0.465,0.213,0.032,0.448,0.552
0.138,0.187,0.515,0.06,0.085,0.138,0.508,0.23,0.049,0.525,0.475
0.132,0.153,0.552,0.066,0.083,0.132,0.528,0.229,0.035,0.547,0.453
0.13,0.218,0.508,0.059,0.059,0.13,0.494,0.22,0.028,0.537,0.463
0.175,0.165,0.489,0.04,0.044,0.175,0.477,0.249,0.044,0.459,0.541
0.131,0.168,0.518,0.047,0.079,0.131,0.513,0.209,0.058,0.518,0.482
0.161,0.175,0.47,0.04,0.073,0.161,0.474,0.226,0.024,0.421,0.579
0.121,0.304,0.378,0.06,0.071,0.121,0.451,0.262,0.119,0.612,0.388
0.135,0.169,0.524,0.056,0.079,0.135,0.513,0.228,0.03,0.506,0.494
0.139,0.243,0.448,0.052,0.097,0.139,0.51,0.23,0.047,0.472,0.528
0.168,0.234,0.427,0.051,0.05,0.168,0.446,0.244,0.054,0.517,0.483
0.19,0.152,0.476,0.038,0.086,0.19,0.486,0.248,0.048,0.343,0.657
0.156,0.198,0.449,0.037,0.147,0.156,0.458,0.288,0.03,0.391,0.609
0.136,0.207,0.457,0.021,0.1,0.136,0.436,0.2,0.021,0.5,0.5
0.089,0.238,0.502,0.032,0.1,0.089,0.527,0.199,0.004,0.577,0.423
0.127,0.165,0.565,0.058,0.092,0.127,0.54,0.204,0.025,0.546,0.454
0.155,0.177,0.49,0.044,0.117,0.155,0.469,0.232,0.038,0.409,0.591
0.167,0.228,0.456,0.061,0.096,0.167,0.509,0.272,0.053,0.509,0.491
0.132,0.251,0.423,0.07,0.04,0.132,0.425,0.251,0.02,0.56,0.44
0.173,0.197,0.443,0.032,0.081,0.173,0.468,0.243,0.03,0.414,0.586
0.119,0.204,0.527,0.05,0.065,0.119,0.527,0.194,0.015,0.527,0.473
0.103,0.168,0.614,0.063,0.152,0.103,0.562,0.192,0.026,0.511,0.489
0.133,0.172,0.516,0.047,0.07,0.133,0.516,0.211,0.055,0.516,0.484
0.149,0.183,0.51,0.05,0.094,0.149,0.515,0.228,0.02,0.485,0.515
0.147,0.16,0.487,0.047,0.14,0.147,0.487,0.227,0.033,0.427,0.573
0.143,0.188,0.497,0.061,0.064,0.143,0.471,0.232,0.035,0.478,0.522
0.202,0.106,0.548,0.058,0.077,0.202,0.519,0.269,0.019,0.442,0.558
0.118,0.184,0.564,0.064,0.057,0.118,0.561,0.198,0.04,0.59,0.41
0.148,0.219,0.443,0.034,0.152,0.148,0.477,0.257,0.038,0.418,0.582
0.086,0.171,0.583,0.057,0.08,0.086,0.514,0.194,0.029,0.611,0.389
0.127,0.227,0.432,0.023,0.1,0.127,0.455,0.214,0.032,0.441,0.559
0.254,0.177,0.431,0.033,0.072,0.254,0.431,0.331,0.033,0.392,0.608
0.143,0.222,0.468,0.056,0.08,0.143,0.48,0.241,0.061,0.48,0.52
0.125,0.176,0.578,0.059,0.086,0.125,0.559,0.207,0.035,0.484,0.516
0.184,0.167,0.447,0.035,0.158,0.184,0.447,0.272,0.026,0.404,0.596
0.101,0.257,0.468,0.009,0.092,0.101,0.468,0.128,0.018,0.523,0.477
0.145,0.186,0.525,0.038,0.06,0.145,0.509,0.22,0.031,0.497,0.503
0.116,0.174,0.558,0.035,0.042,0.116,0.529,0.181,0.048,0.561,0.439
0.09,0.249,0.497,0.017,0.056,0.09,0.52,0.169,0.068,0.633,0.367
0.093,0.245,0.377,0.039,0.113,0.093,0.397,0.206,0.039,0.461,0.539
0.151,0.192,0.473,0.021,0.068,0.151,0.479,0.219,0.014,0.466,0.534
0.144,0.123,0.594,0.042,0.085,0.144,0.514,0.2,0.017,0.538,0.462
0.137,0.199,0.5,0.021,0.103,0.137,0.493,0.205,0.048,0.514,0.486
0.137,0.201,0.482,0.032,0.072,0.137,0.498,0.201,0.036,0.494,0.506
0.06,0.365,0.427,0.051,0.097,0.06,0.464,0.175,0.06,0.669,0.331
0.145,0.145,0.462,0.014,0.09,0.145,0.455,0.214,0.028,0.476,0.524
0.127,0.191,0.512,0.03,0.13,0.127,0.479,0.2,0.03,0.509,0.491
0.155,0.197,0.469,0.042,0.062,0.155,0.489,0.229,0.043,0.497,0.503
0.167,0.206,0.459,0.049,0.082,0.167,0.468,0.247,0.03,0.44,0.56
0.265,0.163,0.469,0.041,0.031,0.265,0.418,0.327,0.02,0.408,0.592
0.183,0.317,0.427,0.049,0.037,0.183,0.561,0.244,0.073,0.573,0.427
0.136,0.24,0.476,0.089,0.095,0.136,0.433,0.274,0.026,0.54,0.46
0.133,0.135,0.551,0.065,0.105,0.133,0.536,0.243,0.033,0.516,0.484
0.131,0.229,0.483,0.067,0.085,0.131,0.481,0.211,0.054,0.483,0.517
0.149,0.169,0.488,0.032,0.125,0.149,0.48,0.206,0.024,0.423,0.577
0.311,0.142,0.462,0.019,0,0.311,0.425,0.358,0.028,0.387,0.613
0.153,0.14,0.508,0.033,0.07,0.153,0.508,0.223,0.012,0.459,0.541
0.117,0.241,0.493,0.057,0.096,0.117,0.508,0.222,0.04,0.532,0.468
0.105,0.176,0.578,0.039,0.062,0.105,0.527,0.184,0.031,0.605,0.395
0.111,0.233,0.489,0.032,0.103,0.111,0.481,0.193,0.026,0.489,0.511
0.133,0.195,0.512,0.047,0.077,0.133,0.503,0.219,0.053,0.547,0.453
0.148,0.141,0.544,0.032,0.042,0.148,0.509,0.205,0.028,0.527,0.473
0.136,0.211,0.488,0.055,0.134,0.136,0.465,0.233,0.055,0.501,0.499
0.155,0.232,0.433,0.066,0.089,0.155,0.456,0.255,0.054,0.438,0.562
0.102,0.243,0.456,0.019,0.117,0.102,0.466,0.17,0.01,0.456,0.544
0.14,0.255,0.424,0.043,0.122,0.14,0.457,0.212,0.032,0.381,0.619
0.158,0.18,0.489,0.038,0.12,0.158,0.489,0.218,0.053,0.459,0.541
0.115,0.201,0.53,0.031,0.077,0.115,0.508,0.185,0.029,0.517,0.483
0.148,0.207,0.505,0.046,0.075,0.148,0.495,0.223,0.059,0.43,0.57
0.123,0.286,0.427,0.044,0.087,0.123,0.47,0.2,0.034,0.492,0.508
0.148,0.168,0.456,0.034,0.087,0.148,0.477,0.275,0.04,0.443,0.557
0.178,0.211,0.431,0.055,0.06,0.178,0.462,0.274,0.042,0.452,0.548
0.11,0.252,0.469,0.043,0.067,0.11,0.583,0.205,0.055,0.484,0.516
0.147,0.175,0.498,0.032,0.083,0.147,0.512,0.212,0.037,0.535,0.465
0.107,0.214,0.476,0.028,0.111,0.107,0.471,0.204,0.038,0.556,0.444
0.104,0.158,0.539,0.03,0.074,0.104,0.515,0.202,0.027,0.491,0.509
0.099,0.236,0.527,0.059,0.099,0.099,0.483,0.197,0.015,0.502,0.498
0.137,0.208,0.543,0.051,0.056,0.137,0.533,0.213,0.015,0.569,0.431
0.125,0.159,0.558,0.045,0.064,0.125,0.535,0.211,0.039,0.544,0.456
0.123,0.155,0.574,0.068,0.065,0.123,0.564,0.206,0.033,0.521,0.479
0.106,0.2,0.576,0.061,0.067,0.106,0.548,0.206,0.033,0.606,0.394
0.148,0.232,0.469,0.066,0.094,0.148,0.469,0.254,0.047,0.491,0.509
0.088,0.229,0.453,0.006,0.118,0.088,0.406,0.141,0.012,0.518,0.482
0.161,0.161,0.487,0.057,0.073,0.161,0.497,0.249,0.062,0.492,0.508
0.169,0.116,0.508,0.054,0.095,0.169,0.463,0.231,0.029,0.413,0.587
0.147,0.224,0.463,0.077,0.081,0.147,0.456,0.261,0.029,0.522,0.478
0.119,0.241,0.449,0.039,0.093,0.119,0.447,0.235,0.027,0.467,0.533
0.163,0.22,0.436,0.05,0.089,0.163,0.429,0.266,0.053,0.489,0.511
0.146,0.177,0.532,0.064,0.087,0.146,0.547,0.237,0.058,0.459,0.541
0.093,0.125,0.666,0.192,0.031,0.093,0.42,0.313,0.027,0.728,0.272
0.112,0.284,0.508,0.048,0.112,0.112,0.54,0.189,0.036,0.491,0.509
0.094,0.224,0.523,0.047,0.106,0.094,0.494,0.217,0.024,0.609,0.391
0.144,0.266,0.396,0.036,0.094,0.144,0.489,0.223,0.115,0.475,0.525
0.127,0.199,0.53,0.045,0.124,0.127,0.54,0.209,0.03,0.429,0.571
